dataset,sweep,lr,w1,w2,lambda_temp,run,seed,acc,nmi,ari,macro_f1,micro_f1,macro_precision,micro_precision,macro_recall,micro_recall
hhar,w1,0.001,0.1,0.0,0.1,10,202511,0.7915331585590835,0.8080843536475191,0.7149573499221238,0.7488613588507526,0.7915331585590835,0.8653569290236223,0.7915331585590835,0.7907972715234918,0.7915331585590835
hhar,w1,0.001,0.2,0.0,0.1,1,202502,0.8495970482571124,0.7825713368221895,0.7219170463042412,0.8361997777253883,0.8495970482571124,0.8681253550875341,0.8495970482571124,0.8392395467692407,0.8495970482571124
hhar,w1,0.001,0.2,0.0,0.1,2,202503,0.8062918729973784,0.827098882112969,0.737321239962241,0.7652276400895094,0.8062918729973784,0.8839039758487276,0.8062918729973784,0.8067422317369036,0.8062918729973784
hhar,w1,0.001,0.2,0.0,0.1,3,202504,0.7606563744052821,0.7786235208711665,0.673884997529858,0.7126089748919738,0.7606563744052821,0.8386818928566981,0.7606563744052821,0.7563043527872577,0.7606563744052821
hhar,w1,0.001,0.2,0.0,0.1,4,202505,0.8917370618506651,0.8311901983506055,0.7870612160503011,0.8900449707111608,0.8917370618506651,0.9050823420857789,0.8917370618506651,0.892340894692368,0.8917370618506651
hhar,w1,0.001,0.2,0.0,0.1,5,202506,0.8461015632585688,0.7699027809221027,0.7130691313152036,0.8407811782281417,0.8461015632585688,0.8479404494174664,0.8461015632585688,0.8430728697589075,0.8461015632585688
hhar,w1,0.001,0.2,0.0,0.1,6,202507,0.8611515681134091,0.815576132607206,0.7519600744368841,0.8591490419381937,0.8611515681134091,0.8767502879246222,0.8611515681134091,0.8622625798233327,0.8611515681134091
hhar,w1,0.001,0.2,0.0,0.1,7,202508,0.8938731915719973,0.8293377972545671,0.7884427896347865,0.8928390247186134,0.8938731915719973,0.9023510484661476,0.8938731915719973,0.8929150692741327,0.8938731915719973
hhar,w1,0.001,0.2,0.0,0.1,8,202509,0.8494028546460821,0.7996174511132371,0.7346776473420779,0.8511100106619329,0.8494028546460821,0.8567093517430551,0.8494028546460821,0.8521962532946631,0.8494028546460821
hhar,w1,0.001,0.2,0.0,0.1,9,202510,0.8949412564326633,0.8242797648716208,0.7879194549575473,0.8928904780287494,0.8949412564326633,0.9026807949860635,0.8949412564326633,0.8932612433115011,0.8949412564326633
hhar,w1,0.001,0.2,0.0,0.1,10,202511,0.8570735022817749,0.7984568004187547,0.7386613342913041,0.8576025381455951,0.8570735022817749,0.8630255314882286,0.8570735022817749,0.8576145903610098,0.8570735022817749
hhar,w1,0.0005,0.0,0.0,0.1,1,202502,0.7933779978638703,0.7836534653990522,0.6961857921195646,0.7384135643767928,0.7933779978638703,0.81599609162273,0.7933779978638703,0.794216181495834,0.7933779978638703
hhar,w1,0.0005,0.0,0.0,0.1,2,202503,0.8276531702107001,0.824859162842192,0.7368547080757145,0.8058545897643222,0.8276531702107001,0.8873597493637829,0.8276531702107001,0.8268226983436531,0.8276531702107001
hhar,w1,0.0005,0.0,0.0,0.1,3,202504,0.862025439363045,0.8195900204199037,0.7502659271450148,0.8538092114354813,0.862025439363045,0.8917487968973056,0.862025439363045,0.8593866642154143,0.862025439363045
hhar,w1,0.0005,0.0,0.0,0.1,4,202505,0.8701815710263132,0.8292448577411856,0.7619925574076958,0.863247660340039,0.8701815710263132,0.901339511656582,0.8701815710263132,0.8679843258694651,0.8701815710263132
hhar,w1,0.0005,0.0,0.0,0.1,5,202506,0.8737741528303719,0.833524484203162,0.7680854687948472,0.8674785980278495,0.8737741528303719,0.9046592466001177,0.8737741528303719,0.8723004918418402,0.8737741528303719
hhar,w1,0.0005,0.0,0.0,0.1,6,202507,0.8734828624138266,0.8366408097207008,0.768372151361937,0.8670927063903501,0.8734828624138266,0.9068934660553097,0.8734828624138266,0.8715255322721296,0.8734828624138266
hhar,w1,0.0005,0.0,0.0,0.1,7,202508,0.8744538304689776,0.8367802506598444,0.7693539814901895,0.8684247205525746,0.8744538304689776,0.9065587878698289,0.8744538304689776,0.8725503023706537,0.8744538304689776
hhar,w1,0.0005,0.0,0.0,0.1,8,202509,0.8419264006214195,0.7890927653314358,0.7230276652886654,0.8279278085139646,0.8419264006214195,0.8690284208052513,0.8419264006214195,0.8417892035315698,0.8419264006214195
hhar,w1,0.0005,0.0,0.0,0.1,9,202510,0.7946402563355666,0.8007825745398606,0.7119416886199667,0.7378050074693192,0.7946402563355666,0.8265669188552174,0.7946402563355666,0.7955778257561126,0.7946402563355666
hhar,w1,0.0005,0.0,0.0,0.1,10,202511,0.8733857656083115,0.8322432289139896,0.7674545134086384,0.8669149121641168,0.8733857656083115,0.9055516606923216,0.8733857656083115,0.8716420122195182,0.8733857656083115
hhar,w1,0.0005,0.05,0.0,0.1,1,202502,0.7914360617535683,0.7937942262652591,0.7030649940929081,0.7328909886449132,0.7914360617535683,0.6953960911049254,0.7914360617535683,0.7919833004144187,0.7914360617535683
hhar,w1,0.0005,0.05,0.0,0.1,2,202503,0.777357024953879,0.7901197285932562,0.6988323232168622,0.7193484293415765,0.777357024953879,0.6856215608794533,0.777357024953879,0.7764204536732171,0.777357024953879
hhar,w1,0.0005,0.05,0.0,0.1,3,202504,0.8496941450626274,0.8092176420795726,0.7335487210155573,0.8387180937705562,0.8496941450626274,0.8811916938043632,0.8496941450626274,0.8462258774931857,0.8496941450626274
hhar,w1,0.0005,0.05,0.0,0.1,4,202505,0.8707641518594038,0.8355366004653093,0.7644825016954784,0.8639126273959801,0.8707641518594038,0.9028147538119149,0.8707641518594038,0.8687580081207201,0.8707641518594038
hhar,w1,0.0005,0.05,0.0,0.1,5,202506,0.8677541508884358,0.7953374861403412,0.745695644932692,0.8656268878034014,0.8677541508884358,0.8712788813965514,0.8677541508884358,0.8661700779694764,0.8677541508884358
hhar,w1,0.0005,0.05,0.0,0.1,6,202507,0.7925041266142344,0.7938156021558926,0.7042878872491476,0.7342055261992527,0.7925041266142344,0.6964998301021971,0.7925041266142344,0.7933593354998641,0.7925041266142344
hhar,w1,0.0005,0.05,0.0,0.1,7,202508,0.8737741528303719,0.836954754244165,0.7685468883717259,0.8677563028363603,0.8737741528303719,0.9044742054843433,0.8737741528303719,0.8720582277465709,0.8737741528303719
hhar,w1,0.0005,0.05,0.0,0.1,8,202509,0.7976502573065346,0.7956925410811243,0.7018681261855272,0.7383686486014797,0.7976502573065346,0.6984522235871576,0.7976502573065346,0.7991360082499636,0.7976502573065346
hhar,w1,0.0005,0.05,0.0,0.1,9,202510,0.7958054180017478,0.8048747188636333,0.7138006497634273,0.7386949918157931,0.7958054180017478,0.7022560878976877,0.7958054180017478,0.7970949650467448,0.7958054180017478
hhar,w1,0.0005,0.05,0.0,0.1,10,202511,0.8322167200699097,0.8288710835027688,0.740086969109011,0.8124612086879521,0.8322167200699097,0.8899091245861519,0.8322167200699097,0.8315290293088066,0.8322167200699097
hhar,w1,0.0005,0.1,0.0,0.1,1,202502,0.775317992038062,0.7755799247661366,0.6802170904435341,0.7141356174074072,0.775317992038062,0.6769555908320575,0.775317992038062,0.7742875301017853,0.775317992038062
hhar,w1,0.0005,0.1,0.0,0.1,2,202503,0.7799786387027867,0.7971714401046904,0.7040355629527614,0.7224920079351403,0.7799786387027867,0.6891559069336569,0.7799786387027867,0.7793322704534323,0.7799786387027867
hhar,w1,0.0005,0.1,0.0,0.1,3,202504,0.772502184678124,0.7859611693838298,0.6937109855567083,0.7139149901732987,0.772502184678124,0.6811874667612651,0.772502184678124,0.770588639489,0.772502184678124
hhar,w1,0.0005,0.1,0.0,0.1,4,202505,0.7748325080104864,0.777135453659528,0.6832514004393179,0.7142812181897543,0.7748325080104864,0.6777791400410947,0.7748325080104864,0.7732505361732445,0.7748325080104864
hhar,w1,0.0005,0.1,0.0,0.1,5,202506,0.8505680163122633,0.7808262815725471,0.7220733897927895,0.8447368743321372,0.8505680163122633,0.855946080362013,0.8505680163122633,0.848188045767794,0.8505680163122633
hhar,w1,0.0005,0.1,0.0,0.1,6,202507,0.7762889600932129,0.7948592341740703,0.70152207904185,0.7186568685650813,0.7762889600932129,0.6863366393545811,0.7762889600932129,0.7752515603459974,0.7762889600932129
hhar,w1,0.0005,0.1,0.0,0.1,7,202508,0.8724147975531605,0.8060055058414382,0.7550385481134246,0.86794336555313,0.8724147975531605,0.8803459661689765,0.8724147975531605,0.8690965642929084,0.8724147975531605
hhar,w1,0.0005,0.1,0.0,0.1,8,202509,0.7932809010583551,0.8005321476696675,0.709157407282579,0.7356207064739179,0.7932809010583551,0.6988207802700618,0.7932809010583551,0.7942273355268986,0.7932809010583551
hhar,w1,0.0005,0.1,0.0,0.1,9,202510,0.7788134770366055,0.7920717316938133,0.6981024523139238,0.7203418856508744,0.7788134770366055,0.6860801487086117,0.7788134770366055,0.778154853424064,0.7788134770366055
hhar,w1,0.0005,0.1,0.0,0.1,10,202511,0.8638702786678318,0.7897022566549058,0.7390105929077327,0.860259202492487,0.8638702786678318,0.8648781427376235,0.8638702786678318,0.8614906794277761,0.8638702786678318
hhar,w1,0.0005,0.2,0.0,0.1,1,202502,0.8740654432469172,0.7919367476568036,0.7495974798793422,0.8722141547351431,0.8740654432469172,0.8784115405949292,0.8740654432469172,0.8725929540193303,0.8740654432469172
hhar,w1,0.0005,0.2,0.0,0.1,2,202503,0.7936692882804156,0.8109697551067211,0.7175307812022503,0.7516779569144054,0.7936692882804156,0.8670910438734679,0.7936692882804156,0.7927551262320085,0.7936692882804156
hhar,w1,0.0005,0.2,0.0,0.1,3,202504,0.8742596368579474,0.8110373278796867,0.7590229003778123,0.868526565775425,0.8742596368579474,0.8836180030149152,0.8742596368579474,0.8697840046144799,0.8742596368579474
hhar,w1,0.0005,0.2,0.0,0.1,4,202505,0.8827070589377609,0.8108171028407477,0.7683054747516872,0.8803775835643943,0.8827070589377609,0.8829218696730085,0.8827070589377609,0.8805638394432843,0.8827070589377609
hhar,w1,0.0005,0.2,0.0,0.1,5,202506,0.8470725313137197,0.782025327183213,0.7205488315940113,0.8387817982728079,0.8470725313137197,0.8593572367046668,0.8470725313137197,0.8435621787530451,0.8470725313137197
hhar,w1,0.0005,0.2,0.0,0.1,6,202507,0.8683367317215264,0.8038800205858241,0.7507188661193136,0.8634433268052497,0.8683367317215264,0.8802558738970027,0.8683367317215264,0.866047538298512,0.8683367317215264
hhar,w1,0.0005,0.2,0.0,0.1,7,202508,0.8656180211671036,0.7911608440438904,0.7416635734585212,0.8618287194408976,0.8656180211671036,0.8672038937886564,0.8656180211671036,0.8627788355267411,0.8656180211671036
hhar,w1,0.0005,0.2,0.0,0.1,8,202509,0.8547431789494125,0.7743716798354542,0.7212787604378754,0.8508457125539958,0.8547431789494125,0.854226698650668,0.8547431789494125,0.853378076272039,0.8547431789494125
hhar,w1,0.0005,0.2,0.0,0.1,9,202510,0.8735799592193417,0.8042889051669231,0.7554699896326665,0.8690726039059004,0.8735799592193417,0.8807465058331512,0.8735799592193417,0.8704752020044322,0.8735799592193417
hhar,w1,0.0005,0.2,0.0,0.1,10,202511,0.8804738324109137,0.7984475394693005,0.7598315225516226,0.877968913930799,0.8804738324109137,0.8862670190207643,0.8804738324109137,0.8783479393388417,0.8804738324109137
hhar,w2,0.001,0.0,0.0,0.1,1,202502,0.8134770366054956,0.8349766568974798,0.7433468209075828,0.779078398470635,0.8134770366054956,0.8887798839348258,0.8134770366054956,0.8140592978301772,0.8134770366054956
hhar,w2,0.001,0.0,0.0,0.1,2,202503,0.8848431886590931,0.817909310025305,0.7747546173713674,0.8831125790323294,0.8848431886590931,0.8950792213947404,0.8848431886590931,0.8839541909042944,0.8848431886590931
hhar,w2,0.001,0.0,0.0,0.1,3,202504,0.8812506068550344,0.8183927135744299,0.7708435471496697,0.8791232152047758,0.8812506068550344,0.8925068853766603,0.8812506068550344,0.8801267003228329,0.8812506068550344
hhar,w2,0.001,0.0,0.0,0.1,4,202505,0.8781435090785513,0.8101033901494488,0.7646368563470828,0.8779915228275827,0.8781435090785513,0.8837742361348683,0.8781435090785513,0.8782266937354636,0.8781435090785513
hhar,w2,0.001,0.0,0.0,0.1,5,202506,0.8745509272744927,0.8065036585896921,0.7594824599966779,0.8759346042788937,0.8745509272744927,0.8781014586858169,0.8745509272744927,0.8758691783025417,0.8745509272744927
hhar,w2,0.001,0.0,0.0,0.1,6,202507,0.8765899601903098,0.8023176764424501,0.7586326606107565,0.8753900091595498,0.8765899601903098,0.8810230829845093,0.8765899601903098,0.8750405840295286,0.8765899601903098
hhar,w2,0.001,0.0,0.0,0.1,7,202508,0.8825128653267308,0.8169917035122161,0.7718432888175889,0.8810695330030911,0.8825128653267308,0.8925567886090908,0.8825128653267308,0.8819186445622034,0.8825128653267308
hhar,w2,0.001,0.0,0.0,0.1,8,202509,0.8798912515778231,0.8108230414709015,0.7665364692593047,0.8795909390146925,0.8798912515778231,0.885391054086108,0.8798912515778231,0.8796061782249046,0.8798912515778231
hhar,w2,0.001,0.0,0.0,0.1,9,202510,0.8775609282454607,0.8064256442405433,0.7614176856886544,0.8776627458876877,0.8775609282454607,0.8808807158129476,0.8775609282454607,0.8772042143721057,0.8775609282454607
hhar,w2,0.001,0.0,0.0,0.1,10,202511,0.8766870569958248,0.8130586769878726,0.7643493674534465,0.8757791733690249,0.8766870569958248,0.8852202717701761,0.8766870569958248,0.8762862000201181,0.8766870569958248
hhar,w2,0.001,0.0,0.05,0.1,1,202502,0.8087192931352558,0.825182807578802,0.7391560333418112,0.767235884687539,0.8087192931352558,0.8851491874816659,0.8087192931352558,0.8098984980370597,0.8087192931352558
hhar,w2,0.001,0.0,0.05,0.1,2,202503,0.883678026992912,0.8101248349112194,0.7703142358000836,0.8824621473676109,0.883678026992912,0.8899528873480739,0.883678026992912,0.8832076765317133,0.883678026992912
hhar,w2,0.001,0.0,0.05,0.1,3,202504,0.8735799592193417,0.8308758317444854,0.7669330880397315,0.867642423585555,0.8735799592193417,0.9029035883595392,0.8735799592193417,0.8719766990158119,0.8735799592193417
hhar,w2,0.001,0.0,0.05,0.1,4,202505,0.8844548014370327,0.8175822995929173,0.7738883882446805,0.8840692605118988,0.8844548014370327,0.8908414982969927,0.8844548014370327,0.8840296056458152,0.8844548014370327
hhar,w2,0.001,0.0,0.05,0.1,5,202506,0.8804738324109137,0.8182052239294059,0.7696621171559547,0.8811883650836121,0.8804738324109137,0.8864740781563055,0.8804738324109137,0.8809215068870326,0.8804738324109137
hhar,w2,0.001,0.0,0.05,0.1,6,202507,0.8718322167200699,0.8028457219362638,0.7545199841505266,0.8703218654316888,0.8718322167200699,0.8791524170958934,0.8718322167200699,0.870485755823322,0.8718322167200699
hhar,w2,0.001,0.0,0.05,0.1,7,202508,0.8827070589377609,0.8151350049048025,0.7705495410238943,0.8837057427494838,0.8827070589377609,0.886260621522304,0.8827070589377609,0.8831716819363497,0.8827070589377609
hhar,w2,0.001,0.0,0.05,0.1,8,202509,0.8761044761627342,0.8125768658028686,0.7630304431077017,0.8760079685828558,0.8761044761627342,0.8826524547300304,0.8761044761627342,0.8759303635405273,0.8761044761627342
hhar,w2,0.001,0.0,0.05,0.1,9,202510,0.8772696378289154,0.8092807844195091,0.7618096121020992,0.8773897588481656,0.8772696378289154,0.8810308331986874,0.8772696378289154,0.8768238125207404,0.8772696378289154
hhar,w2,0.001,0.0,0.05,0.1,10,202511,0.8783377026895816,0.8243624043818442,0.7700526169323323,0.8753789818464736,0.8783377026895816,0.8959320247006767,0.8783377026895816,0.8770581228683149,0.8783377026895816
hhar,w2,0.001,0.0,0.1,0.1,1,202502,0.7964850956403534,0.8204317385142682,0.7308791243327736,0.7421107928825585,0.7964850956403534,0.7105214985995468,0.7964850956403534,0.7977443796549902,0.7964850956403534
hhar,w2,0.001,0.0,0.1,0.1,2,202503,0.8787260899116419,0.827491799179452,0.7717035888806572,0.8738919242706139,0.8787260899116419,0.903166667054029,0.8787260899116419,0.877230634974616,0.8787260899116419
hhar,w2,0.001,0.0,0.1,0.1,3,202504,0.8730944751917662,0.830544589886588,0.7668200776420312,0.8668578790894723,0.8730944751917662,0.903631701384284,0.8730944751917662,0.8717108307677995,0.8730944751917662
hhar,w2,0.001,0.0,0.1,0.1,4,202505,0.8773667346344305,0.8097866411461524,0.7638849952079835,0.8768933881296559,0.8773667346344305,0.883850959286197,0.8773667346344305,0.8772829229637266,0.8773667346344305
hhar,w2,0.001,0.0,0.1,0.1,5,202506,0.8774638314399457,0.8332264845229019,0.7727082356270899,0.8725035064250282,0.8774638314399457,0.9053615619757606,0.8774638314399457,0.8763983184500571,0.8774638314399457
hhar,w2,0.001,0.0,0.1,0.1,6,202507,0.8698902806097679,0.798572697359835,0.7502866165915592,0.8694765043478355,0.8698902806097679,0.8741254504105149,0.8698902806097679,0.8691322173096004,0.8698902806097679
hhar,w2,0.001,0.0,0.1,0.1,7,202508,0.8822215749101855,0.8135358878557354,0.7698963993631898,0.88276024901241,0.8822215749101855,0.8865763750406032,0.8822215749101855,0.8825290143602085,0.8822215749101855
hhar,w2,0.001,0.0,0.1,0.1,8,202509,0.8766870569958248,0.8284020714552763,0.7698878687605264,0.872026908829342,0.8766870569958248,0.9012488321843309,0.8766870569958248,0.8750841340769396,0.8766870569958248
hhar,w2,0.001,0.0,0.1,0.1,9,202510,0.8806680260219438,0.8138239072365386,0.7676519286904606,0.879588092666734,0.8806680260219438,0.8875626849626569,0.8806680260219438,0.8793674362914033,0.8806680260219438
hhar,w2,0.001,0.0,0.1,0.1,10,202511,0.8757160889406739,0.829857639579684,0.7693385064752016,0.870452648839921,0.8757160889406739,0.9027910419378301,0.8757160889406739,0.8741011909334754,0.8757160889406739
hhar,w2,0.001,0.0,0.2,0.1,1,202502,0.8281386542382756,0.8350735052518047,0.7457139920498523,0.8040399954322622,0.8281386542382756,0.8933835766610235,0.8281386542382756,0.82832672943207,0.8281386542382756
hhar,w2,0.001,0.0,0.2,0.1,2,202503,0.8741625400524323,0.8019723228984765,0.7573735574028336,0.8721205420734806,0.8741625400524323,0.8818776551687363,0.8741625400524323,0.8738400446413302,0.8741625400524323
hhar,w2,0.001,0.0,0.2,0.1,3,202504,0.8850373822701233,0.8131192641271481,0.7726801729428735,0.8854962308573345,0.8850373822701233,0.8885236124841608,0.8850373822701233,0.8852269043649038,0.8850373822701233
hhar,w2,0.001,0.0,0.2,0.1,4,202505,0.8796970579667929,0.8131038035020444,0.7674354953447929,0.8790203007006677,0.8796970579667929,0.8869320860206839,0.8796970579667929,0.8793384096047396,0.8796970579667929
hhar,w2,0.001,0.0,0.2,0.1,5,202506,0.8755218953296436,0.8284210102441552,0.7693849868655729,0.870046573555796,0.8755218953296436,0.9032859836739648,0.8755218953296436,0.8745704119810682,0.8755218953296436
hhar,w2,0.001,0.0,0.2,0.1,6,202507,0.8726089911641907,0.7999935034574651,0.7533661361832602,0.8721194946942629,0.8726089911641907,0.8766837104959087,0.8726089911641907,0.8716508328169686,0.8726089911641907
hhar,w2,0.001,0.0,0.2,0.1,7,202508,0.8806680260219438,0.8242975672198488,0.7721102352373492,0.8785255798678349,0.8806680260219438,0.895371007680132,0.8806680260219438,0.8795115169008573,0.8806680260219438
hhar,w2,0.001,0.0,0.2,0.1,8,202509,0.8765899601903098,0.8095416834919827,0.7625242868544506,0.8766283089941339,0.8765899601903098,0.8819387857709277,0.8765899601903098,0.8765467777114146,0.8765899601903098
hhar,w2,0.001,0.0,0.2,0.1,9,202510,0.8750364113020681,0.823393985335779,0.7653955426935708,0.8704033593274497,0.8750364113020681,0.8974300673765537,0.8750364113020681,0.8727980262838787,0.8750364113020681
hhar,w2,0.001,0.0,0.2,0.1,10,202511,0.8776580250509758,0.8126643918908624,0.7650994134481217,0.877305725388887,0.8776580250509758,0.8845989351855907,0.8776580250509758,0.8775234474498758,0.8776580250509758
hhar,w2,0.0005,0.0,0.0,0.1,1,202502,0.7915331585590835,0.7921244400737381,0.7022630207529632,0.7331759810903785,0.7915331585590835,0.7783440658138927,0.7915331585590835,0.7923308879583653,0.7915331585590835
hhar,w2,0.0005,0.0,0.0,0.1,2,202503,0.8268763957665792,0.8257976286973209,0.7370785336848337,0.8046696857085411,0.8268763957665792,0.8869449948808091,0.8268763957665792,0.8260971186336822,0.8268763957665792
hhar,w2,0.0005,0.0,0.0,0.1,3,202504,0.8627051170016506,0.8217441499554787,0.7515058312947662,0.8546465579299051,0.8627051170016506,0.8927588121845322,0.8627051170016506,0.8600947197134206,0.8627051170016506
hhar,w2,0.0005,0.0,0.0,0.1,4,202505,0.8695989901932226,0.8280347031708007,0.7611452445404876,0.8624828639320796,0.8695989901932226,0.900917322606848,0.8695989901932226,0.8674569230865753,0.8695989901932226
hhar,w2,0.0005,0.0,0.0,0.1,5,202506,0.8726089911641907,0.831288216506274,0.7662599287025581,0.8661662163348999,0.8726089911641907,0.9033949833019349,0.8726089911641907,0.8710561465618585,0.8726089911641907
hhar,w2,0.0005,0.0,0.0,0.1,6,202507,0.8727060879697058,0.8355228313950813,0.7669239335604889,0.8662191609116632,0.8727060879697058,0.9061537259651775,0.8727060879697058,0.870527718417046,0.8727060879697058
