dataset,sweep,lr,w1,w2,lambda_temp,run,seed,acc,nmi,ari,macro_f1,micro_f1,macro_precision,micro_precision,macro_recall,micro_recall
hhar,w1,0.001,0.05,0.0,0.1,1,202502,0.7971647732789591,0.8202393526495387,0.7287547719204474,0.7427016295796262,0.7971647732789591,0.7106634992239579,0.7971647732789591,0.7987879742832394,0.7971647732789591
hhar,w1,0.001,0.05,0.0,0.1,2,202503,0.8717351199145548,0.8252541470141618,0.7633225735506599,0.8658358788122177,0.8717351199145548,0.8979387480382925,0.8717351199145548,0.870214747011155,0.8717351199145548
hhar,w1,0.001,0.05,0.0,0.1,3,202504,0.8786289931061269,0.8191866718625135,0.7683796755261768,0.8786572305726721,0.8786289931061269,0.8868591883025873,0.8786289931061269,0.8789155795740164,0.8786289931061269
hhar,w1,0.001,0.05,0.0,0.1,4,202505,0.8047383241091368,0.8339153578588879,0.7410064335922607,0.7514087029594038,0.8047383241091368,0.718065366189459,0.8047383241091368,0.8082927196773969,0.8047383241091368
hhar,w1,0.001,0.05,0.0,0.1,5,202506,0.796970579667929,0.8081399131555028,0.7184969419906071,0.7404180281179702,0.796970579667929,0.705043316702569,0.796970579667929,0.7983383289558281,0.796970579667929
hhar,w1,0.001,0.05,0.0,0.1,6,202507,0.8114380036896786,0.8329519098790699,0.7426607200676587,0.7730557900772879,0.8114380036896786,0.8880644584584337,0.8114380036896786,0.812414539914108,0.8114380036896786
hhar,w1,0.001,0.05,0.0,0.1,7,202508,0.8822215749101855,0.8180744444306598,0.7709074631346351,0.8831061706498663,0.8822215749101855,0.8865437012086351,0.8822215749101855,0.8825551630283345,0.8822215749101855
hhar,w1,0.001,0.05,0.0,0.1,8,202509,0.799009612583746,0.82371795597009,0.7327561405433676,0.7446843691434637,0.799009612583746,0.7123762063294228,0.799009612583746,0.8006776427829002,0.799009612583746
hhar,w1,0.001,0.05,0.0,0.1,9,202510,0.7961938052238081,0.8268729133171245,0.7330447006424355,0.7425640321400269,0.7961938052238081,0.7117034642916121,0.7961938052238081,0.7977112795582735,0.7961938052238081
hhar,w1,0.001,0.05,0.0,0.1,10,202511,0.7986212253616856,0.8096029484655809,0.7195661221525205,0.7421098685698683,0.7986212253616856,0.70650542812492,0.7986212253616856,0.8002040476042228,0.7986212253616856
hhar,w1,0.001,0.1,0.0,0.1,1,202502,0.7958054180017478,0.8180562019598253,0.7270169340878114,0.7411799160155997,0.7958054180017478,0.7089445842122032,0.7958054180017478,0.7972450884105838,0.7958054180017478
hhar,w1,0.001,0.1,0.0,0.1,2,202503,0.8459073696475385,0.776384845712443,0.7176381529110994,0.8415787512716048,0.8459073696475385,0.8493100108375616,0.8459073696475385,0.8436892787290473,0.8459073696475385
hhar,w1,0.001,0.1,0.0,0.1,3,202504,0.8592096320031071,0.7993047695876888,0.7409967826970033,0.8610317969490021,0.8592096320031071,0.8623264728890182,0.8592096320031071,0.8608638957844029,0.8592096320031071
hhar,w1,0.001,0.1,0.0,0.1,4,202505,0.7958054180017478,0.8334831210354339,0.739899470444463,0.7436206925967768,0.7958054180017478,0.7151027200600942,0.7958054180017478,0.7971957623758956,0.7958054180017478
hhar,w1,0.001,0.1,0.0,0.1,5,202506,0.7939605786969609,0.8150858053301063,0.7249269375398847,0.738810923716933,0.7939605786969609,0.706119101817347,0.7939605786969609,0.7949080964839897,0.7939605786969609
hhar,w1,0.001,0.1,0.0,0.1,6,202507,0.7967763860568987,0.8266784678398922,0.7339927212371141,0.7428411371698748,0.7967763860568987,0.712335285269158,0.7967763860568987,0.7978898524099792,0.7967763860568987
hhar,w1,0.001,0.1,0.0,0.1,7,202508,0.8381396252063307,0.7755084089801565,0.709632661093621,0.8358010049617987,0.8381396252063307,0.8397938205812974,0.8381396252063307,0.8376304802987949,0.8381396252063307
hhar,w1,0.001,0.1,0.0,0.1,8,202509,0.7968734828624138,0.8331832479364037,0.7405820330529158,0.7441605581318432,0.7968734828624138,0.715156975064028,0.7968734828624138,0.7982086313134596,0.7968734828624138
hhar,w1,0.001,0.1,0.0,0.1,9,202510,0.7924070298087192,0.8288110463330608,0.735242706812798,0.7393244154553855,0.7924070298087192,0.71028090841609,0.7924070298087192,0.7932027336773081,0.7924070298087192
hhar,w1,0.001,0.1,0.0,0.1,10,202511,0.8407612389552384,0.7917910324957,0.7267878051756316,0.8423172756096591,0.8407612389552384,0.845979963736527,0.8407612389552384,0.8436904570736042,0.8407612389552384
hhar,w1,0.001,0.2,0.0,0.1,1,202502,0.795999611612778,0.8189872865417124,0.7274105949646205,0.741391223512737,0.795999611612778,0.709354031984296,0.795999611612778,0.7973888783041941,0.795999611612778
hhar,w1,0.001,0.2,0.0,0.1,2,202503,0.8399844645111176,0.7888406322850913,0.7233497699406949,0.840363192803633,0.8399844645111176,0.8462840000948114,0.8399844645111176,0.8416555817247704,0.8399844645111176
hhar,w1,0.001,0.2,0.0,0.1,3,202504,0.8404699485386931,0.7845782400027655,0.7201650232615285,0.8420799420351157,0.8404699485386931,0.8438036702972113,0.8404699485386931,0.8426262169624055,0.8404699485386931
hhar,w1,0.001,0.2,0.0,0.1,4,202505,0.840372851733178,0.7621214314612021,0.7003265897422937,0.8458835334348455,0.840372851733178,0.8455217203603503,0.840372851733178,0.846564864790546,0.840372851733178
hhar,w1,0.001,0.2,0.0,0.1,5,202506,0.8528012428391106,0.8027306729505737,0.7404029336165293,0.8525174115671511,0.8528012428391106,0.8610735553924845,0.8528012428391106,0.8552718624736384,0.8528012428391106
hhar,w1,0.001,0.2,0.0,0.1,6,202507,0.8347412370133023,0.7740587619429733,0.7020409920971165,0.8341186774704101,0.8347412370133023,0.8397636268412693,0.8347412370133023,0.8366323094960948,0.8347412370133023
hhar,w1,0.001,0.2,0.0,0.1,7,202508,0.8548402757549277,0.7829590903693104,0.7267908342778749,0.8533890430133609,0.8548402757549277,0.8550210544005067,0.8548402757549277,0.8540783511962781,0.8548402757549277
hhar,w1,0.001,0.2,0.0,0.1,8,202509,0.793086707447325,0.8287145547815548,0.7362597967606672,0.7401657182286208,0.793086707447325,0.7112295790590734,0.793086707447325,0.7939886301248821,0.793086707447325
hhar,w1,0.001,0.2,0.0,0.1,9,202510,0.7822118652296339,0.8106646714432746,0.7182377665774085,0.7271454365389892,0.7822118652296339,0.6970247568039207,0.7822118652296339,0.781804404436338,0.7822118652296339
hhar,w1,0.001,0.2,0.0,0.1,10,202511,0.8408583357607534,0.7857796684467422,0.7205282121013741,0.8418855650009497,0.8408583357607534,0.8437472358817323,0.8408583357607534,0.8429432299696016,0.8408583357607534
hhar,w1,0.0005,0.0,0.0,0.1,1,202502,0.7856102534226624,0.7728162608944589,0.6859691347048124,0.7336650563464705,0.7856102534226624,0.7315134304624187,0.7856102534226624,0.7873468299577935,0.7856102534226624
hhar,w1,0.0005,0.0,0.0,0.1,2,202503,0.8824157685212156,0.809065547428214,0.7680396073103465,0.8823636015646575,0.8824157685212156,0.8844025898814004,0.8824157685212156,0.8822311650666363,0.8824157685212156
hhar,w1,0.0005,0.0,0.0,0.1,3,202504,0.8731915719972813,0.8285775955545194,0.7655815255707942,0.8670758286355297,0.8731915719972813,0.9016842893997185,0.8731915719972813,0.8713471382331868,0.8731915719972813
hhar,w1,0.0005,0.0,0.0,0.1,4,202505,0.7922128361976891,0.7825233452383902,0.6947186475409066,0.7353577928484794,0.7922128361976891,0.8040415786497005,0.7922128361976891,0.7931421410191017,0.7922128361976891
hhar,w1,0.0005,0.0,0.0,0.1,5,202506,0.8718322167200699,0.8311983443506047,0.7651209177899743,0.8653674729687392,0.8718322167200699,0.902962783208348,0.8718322167200699,0.8702052480119121,0.8718322167200699
hhar,w1,0.0005,0.0,0.0,0.1,6,202507,0.7926983202252645,0.7851722960510176,0.6949241282037979,0.7341513501731924,0.7926983202252645,0.7659734803386947,0.7926983202252645,0.7933618650168343,0.7926983202252645
hhar,w1,0.0005,0.0,0.0,0.1,7,202508,0.874842217691038,0.8396562780331484,0.7708629912130389,0.8685223337992091,0.874842217691038,0.9084956117412611,0.874842217691038,0.8730649478304408,0.874842217691038
hhar,w1,0.0005,0.0,0.0,0.1,8,202509,0.794057675502476,0.7887428795574811,0.6975072884954756,0.7367598470810997,0.794057675502476,0.7964896476569198,0.794057675502476,0.7945908917909436,0.794057675502476
hhar,w1,0.0005,0.0,0.0,0.1,9,202510,0.7854160598116322,0.7887968256586325,0.7025699112425852,0.7325703814055161,0.7854160598116322,0.7362766655129112,0.7854160598116322,0.7861372342166361,0.7854160598116322
hhar,w1,0.0005,0.0,0.0,0.1,10,202511,0.8706670550538887,0.8324300005475932,0.7637203912986578,0.8641325984586116,0.8706670550538887,0.9021658920392762,0.8706670550538887,0.8685713572404569,0.8706670550538887
hhar,w1,0.0005,0.05,0.0,0.1,1,202502,0.7824060588406642,0.7748167624106481,0.684086024806981,0.7301807032600459,0.7824060588406642,0.7109404814640822,0.7824060588406642,0.783930687397814,0.7824060588406642
hhar,w1,0.0005,0.05,0.0,0.1,2,202503,0.7806583163413924,0.773726506936111,0.6813447889579652,0.7197405781485547,0.7806583163413924,0.6806534624701115,0.7806583163413924,0.7803685436088506,0.7806583163413924
hhar,w1,0.0005,0.05,0.0,0.1,3,202504,0.8570735022817749,0.8064232537023656,0.7401454877203316,0.8486608513880803,0.8570735022817749,0.8821240771092329,0.8570735022817749,0.8543374052813889,0.8570735022817749
hhar,w1,0.0005,0.05,0.0,0.1,4,202505,0.7966792892513836,0.8166861735933522,0.7257062559443259,0.7414654836840034,0.7966792892513836,0.7082944116196468,0.7966792892513836,0.7979506123277255,0.7966792892513836
hhar,w1,0.0005,0.05,0.0,0.1,5,202506,0.8699873774152831,0.8220622052923184,0.7602064197417319,0.8636704427125221,0.8699873774152831,0.8980366178782727,0.8699873774152831,0.8685667166100376,0.8699873774152831
hhar,w1,0.0005,0.05,0.0,0.1,6,202507,0.7786192834255753,0.7847920948041421,0.695994397259948,0.7199025052476015,0.7786192834255753,0.6851688505017269,0.7786192834255753,0.7772701114850831,0.7786192834255753
hhar,w1,0.0005,0.05,0.0,0.1,7,202508,0.877852218662006,0.8135454454882343,0.7649027040839382,0.8750220898705264,0.877852218662006,0.8887202349252542,0.877852218662006,0.8764797151331507,0.877852218662006
hhar,w1,0.0005,0.05,0.0,0.1,8,202509,0.7973589668899893,0.8047242302469809,0.7134840825337206,0.739972127326545,0.7973589668899893,0.703163828096591,0.7973589668899893,0.7987486048935118,0.7973589668899893
hhar,w1,0.0005,0.05,0.0,0.1,9,202510,0.7687154092630353,0.7807397934610997,0.6934332476541587,0.7139558015091323,0.7687154092630353,0.6910428908622905,0.7687154092630353,0.7673014146073363,0.7687154092630353
hhar,w1,0.0005,0.05,0.0,0.1,10,202511,0.8812506068550344,0.8104667210054678,0.766705776504248,0.8818332229727961,0.8812506068550344,0.8859870941391872,0.8812506068550344,0.8814953333723977,0.8812506068550344
hhar,w1,0.0005,0.1,0.0,0.1,1,202502,0.785221866200602,0.7877923302924166,0.696985755233583,0.7262441838391935,0.785221866200602,0.6895058271574217,0.785221866200602,0.7848653180690262,0.785221866200602
hhar,w1,0.0005,0.1,0.0,0.1,2,202503,0.7768715409263035,0.7741444045264175,0.6764758531329486,0.7150007475836923,0.7768715409263035,0.6763162326401285,0.7768715409263035,0.7759723913381148,0.7768715409263035
hhar,w1,0.0005,0.1,0.0,0.1,3,202504,0.8631906010292262,0.7972872820737746,0.7417310903349001,0.8584953877265368,0.8631906010292262,0.8691192998376813,0.8631906010292262,0.86017037872565,0.8631906010292262
hhar,w1,0.0005,0.1,0.0,0.1,4,202505,0.7708515389843674,0.7750431758468117,0.6775691921781617,0.7094165907561818,0.7708515389843674,0.6740698407854446,0.7708515389843674,0.7694203670658334,0.7708515389843674
hhar,w1,0.0005,0.1,0.0,0.1,5,202506,0.8555199533935334,0.790453986315543,0.7319114569763725,0.8482885514462287,0.8555199533935334,0.8699142830543961,0.8555199533935334,0.8523724827942978,0.8555199533935334
hhar,w1,0.0005,0.1,0.0,0.1,6,202507,0.7746383143994563,0.7903891460322725,0.6957109418569768,0.7160856100291962,0.7746383143994563,0.6832394510687726,0.7746383143994563,0.7734484094360109,0.7746383143994563
hhar,w1,0.0005,0.1,0.0,0.1,7,202508,0.7758034760656375,0.7922473588821267,0.6971979413129675,0.7173752043010518,0.7758034760656375,0.6843730461744818,0.7758034760656375,0.7748396631531341,0.7758034760656375
hhar,w1,0.0005,0.1,0.0,0.1,8,202509,0.7924070298087192,0.799763158098683,0.709075530268659,0.7348441114787984,0.7924070298087192,0.6980310355858051,0.7924070298087192,0.7933572144075511,0.7924070298087192
hhar,w1,0.0005,0.1,0.0,0.1,9,202510,0.7658025050975823,0.781710463716256,0.6883490902270425,0.7160769496448897,0.7658025050975823,0.6919697509838123,0.7658025050975823,0.7663404189866156,0.7658025050975823
hhar,w1,0.0005,0.1,0.0,0.1,10,202511,0.7822118652296339,0.7682270877018997,0.6708700909815682,0.7194620908708673,0.7822118652296339,0.6772594673239131,0.7822118652296339,0.7819838289055915,0.7822118652296339
hhar,w1,0.0005,0.2,0.0,0.1,1,202502,0.8887270608796971,0.8172113128930606,0.7782514927518058,0.8858727286436322,0.8887270608796971,0.8897819632692395,0.8887270608796971,0.8857536495731958,0.8887270608796971
hhar,w1,0.0005,0.2,0.0,0.1,2,202503,0.8760073793572192,0.8025985763216209,0.7579982925679888,0.872228782911692,0.8760073793572192,0.8769456208092584,0.8760073793572192,0.8726632266625075,0.8760073793572192
hhar,w1,0.0005,0.2,0.0,0.1,3,202504,0.8725118943586756,0.8050977757015577,0.7545362689229329,0.8688382829655931,0.8725118943586756,0.8759096459934015,0.8725118943586756,0.8696992415982696,0.8725118943586756
hhar,w1,0.0005,0.2,0.0,0.1,4,202505,0.8667831828332848,0.8015675875446522,0.7475189059910505,0.8616447787753426,0.8667831828332848,0.8773619830700854,0.8667831828332848,0.8643057720763272,0.8667831828332848
hhar,w1,0.0005,0.2,0.0,0.1,5,202506,0.8329934945140305,0.7602299311396065,0.6954152314193511,0.8277245354774659,0.8329934945140305,0.8408212400155355,0.8329934945140305,0.8315966636192291,0.8329934945140305
hhar,w1,0.0005,0.2,0.0,0.1,6,202507,0.8663947956112243,0.7940745400793374,0.7437342788877708,0.8614850042896149,0.8663947956112243,0.8711486132901308,0.8663947956112243,0.8629911649969806,0.8663947956112243
hhar,w1,0.0005,0.2,0.0,0.1,7,202508,0.7820176716186037,0.8023992770658778,0.7091105420362835,0.7252947973843954,0.7820176716186037,0.6927679127168327,0.7820176716186037,0.7817064347299404,0.7820176716186037
hhar,w1,0.0005,0.2,0.0,0.1,8,202509,0.788134770366055,0.782390200971876,0.6910510428546166,0.7284041145175517,0.788134770366055,0.6890953165015173,0.788134770366055,0.7886034963375158,0.788134770366055
hhar,w1,0.0005,0.2,0.0,0.1,9,202510,0.7787163802310904,0.8010057164206373,0.7075273760791455,0.7219278981268323,0.7787163802310904,0.6899690419093863,0.7787163802310904,0.7778677974941646,0.7787163802310904
hhar,w1,0.0005,0.2,0.0,0.1,10,202511,0.8726089911641907,0.8051743670462607,0.7551095908272176,0.8673718896441823,0.8726089911641907,0.8796849969044471,0.8726089911641907,0.8685190058723538,0.8726089911641907
hhar,w2,0.001,0.0,0.0,0.1,1,202502,0.8537722108942616,0.7961896348963212,0.7366354544459448,0.8551674303142627,0.8537722108942616,0.8591975337125568,0.8537722108942616,0.8554808272310233,0.8537722108942616
hhar,w2,0.001,0.0,0.0,0.1,2,202503,0.8827070589377609,0.8186670173014908,0.7719689687228182,0.8828975242117009,0.8827070589377609,0.8886632626955074,0.8827070589377609,0.8826260168133125,0.8827070589377609
hhar,w2,0.001,0.0,0.0,0.1,3,202504,0.8790173803281872,0.8137207550844102,0.7654871188513396,0.8796807239336468,0.8790173803281872,0.8833446817099352,0.8790173803281872,0.8790041292578966,0.8790173803281872
hhar,w2,0.001,0.0,0.0,0.1,4,202505,0.8754247985241286,0.8059801806971763,0.7595492700589784,0.8756720819597449,0.8754247985241286,0.8797301206164923,0.8754247985241286,0.8753767587847704,0.8754247985241286
hhar,w2,0.001,0.0,0.0,0.1,5,202506,0.8974657733760559,0.8334617303300907,0.7941695607318809,0.8974739978692279,0.8974657733760559,0.9037944553799756,0.8974657733760559,0.897026369982279,0.8974657733760559
hhar,w2,0.001,0.0,0.0,0.1,6,202507,0.8819302844936402,0.817034139098493,0.7705649368928127,0.8816789780519002,0.8819302844936402,0.8882460789531511,0.8819302844936402,0.8814243952915938,0.8819302844936402
hhar,w2,0.001,0.0,0.0,0.1,7,202508,0.8791144771337023,0.8089611940003832,0.7646461572701727,0.878583135574205,0.8791144771337023,0.8838961185260575,0.8791144771337023,0.8785179783655361,0.8791144771337023
hhar,w2,0.001,0.0,0.0,0.1,8,202509,0.8868822215749101,0.825792882548222,0.7788886043261974,0.8849090753421721,0.8868822215749101,0.8984764243070252,0.8868822215749101,0.8850805949314694,0.8868822215749101
hhar,w2,0.001,0.0,0.0,0.1,9,202510,0.8009515486940479,0.8160575004411151,0.72976320561911,0.7531312869618559,0.8009515486940479,0.8780234152586405,0.8009515486940479,0.8018394256976092,0.8009515486940479
hhar,w2,0.001,0.0,0.0,0.1,10,202511,0.8800854451888532,0.8157906255338953,0.7678353530133303,0.8814379779652938,0.8800854451888532,0.8839077043740331,0.8800854451888532,0.8808443723305489,0.8800854451888532
hhar,w2,0.001,0.0,0.05,0.1,1,202502,0.8593067288086222,0.7998703058008547,0.742229152702523,0.8610035527596285,0.8593067288086222,0.8639801247547417,0.8593067288086222,0.8609026326643168,0.8593067288086222
hhar,w2,0.001,0.0,0.05,0.1,2,202503,0.8888241576852122,0.8162960924598704,0.777885434515751,0.8884143839850238,0.8888241576852122,0.8933443451239175,0.8888241576852122,0.8884615588639485,0.8888241576852122
hhar,w2,0.001,0.0,0.05,0.1,3,202504,0.8815418972715797,0.8104087127503607,0.7674202286987599,0.8825701701494081,0.8815418972715797,0.8844133114350541,0.8815418972715797,0.8821070403617735,0.8815418972715797
hhar,w2,0.001,0.0,0.05,0.1,4,202505,0.8755218953296436,0.8103836504942847,0.7620445095875765,0.8746620892094431,0.8755218953296436,0.8838349565791748,0.8755218953296436,0.8751370720848213,0.8755218953296436
hhar,w2,0.001,0.0,0.05,0.1,5,202506,0.8795028643557627,0.8208515955762556,0.769950903586278,0.8803203783793481,0.8795028643557627,0.8864364466756629,0.8795028643557627,0.8802329985462717,0.8795028643557627
hhar,w2,0.001,0.0,0.05,0.1,6,202507,0.8787260899116419,0.8089286000353317,0.7638802584341777,0.8796436485557205,0.8787260899116419,0.8818647018289839,0.8787260899116419,0.8792206918016937,0.8787260899116419
hhar,w2,0.001,0.0,0.05,0.1,7,202508,0.8809593164384891,0.8124271018467509,0.7675439974700516,0.87975189563948,0.8809593164384891,0.8871011781853418,0.8809593164384891,0.879494257251826,0.8809593164384891
hhar,w2,0.001,0.0,0.05,0.1,8,202509,0.7942518691135062,0.8015965533656986,0.711232643194071,0.7366653238319905,0.7942518691135062,0.7015012596444485,0.7942518691135062,0.7949233034440031,0.7942518691135062
hhar,w2,0.001,0.0,0.05,0.1,9,202510,0.795999611612778,0.816311195991078,0.726965654444086,0.7410326410672408,0.795999611612778,0.7083371283906371,0.795999611612778,0.7972252825231405,0.795999611612778
hhar,w2,0.001,0.0,0.05,0.1,10,202511,0.8878531896300612,0.8332954638076789,0.7828337768527346,0.8854231197647341,0.8878531896300612,0.9049783129385053,0.8878531896300612,0.8864333868165625,0.8878531896300612
hhar,w2,0.001,0.0,0.1,0.1,1,202502,0.8546460821438975,0.7942100695289459,0.7362067243048634,0.8548835775787186,0.8546460821438975,0.8602146982661051,0.8546460821438975,0.8559502850361564,0.8546460821438975
hhar,w2,0.001,0.0,0.1,0.1,2,202503,0.8798912515778231,0.8134535010776806,0.7673891468181492,0.8793541328693734,0.8798912515778231,0.8869532272970001,0.8798912515778231,0.8796830863048664,0.8798912515778231
hhar,w2,0.001,0.0,0.1,0.1,3,202504,0.8775609282454607,0.8371921980626955,0.7732218609066548,0.87240231593656,0.8775609282454607,0.9075837852696939,0.8775609282454607,0.8760836905581648,0.8775609282454607
hhar,w2,0.001,0.0,0.1,0.1,4,202505,0.8700844742207982,0.8008274831003055,0.7517712021538038,0.871345556128714,0.8700844742207982,0.8731498061763762,0.8700844742207982,0.8708973021030091,0.8700844742207982
hhar,w2,0.001,0.0,0.1,0.1,5,202506,0.8825128653267308,0.8101857684581835,0.7688553658929369,0.8829180595525817,0.8825128653267308,0.8862154762342874,0.8825128653267308,0.8833049223217252,0.8825128653267308
hhar,w2,0.001,0.0,0.1,0.1,6,202507,0.8780464122730363,0.8132431384595684,0.7648523619305762,0.8783229462069646,0.8780464122730363,0.8835590641465325,0.8780464122730363,0.8779196220871004,0.8780464122730363
hhar,w2,0.001,0.0,0.1,0.1,7,202508,0.8732886688027964,0.8037909101852724,0.7555478993517989,0.8728455418131974,0.8732886688027964,0.8774800344738277,0.8732886688027964,0.8723615726106866,0.8732886688027964
hhar,w2,0.001,0.0,0.1,0.1,8,202509,0.7931838042528401,0.7992666303813497,0.7091762413867383,0.7353565315795062,0.7931838042528401,0.7001501424561346,0.7931838042528401,0.7936828121298184,0.7931838042528401
hhar,w2,0.001,0.0,0.1,0.1,9,202510,0.7954170307796874,0.8155875581052764,0.7267545326394313,0.7404759279504715,0.7954170307796874,0.7078402192787915,0.7954170307796874,0.796588208989285,0.7954170307796874
hhar,w2,0.001,0.0,0.1,0.1,10,202511,0.8776580250509758,0.8389885810049771,0.7739951230108297,0.8722735700500454,0.8776580250509758,0.9085510290955234,0.8776580250509758,0.8762272305463892,0.8776580250509758
hhar,w2,0.001,0.0,0.2,0.1,1,202502,0.8570735022817749,0.802202641553921,0.7424848981547717,0.8567130957049253,0.8570735022817749,0.8654841954893975,0.8570735022817749,0.8579533676718217,0.8570735022817749
hhar,w2,0.001,0.0,0.2,0.1,2,202503,0.8902806097679387,0.8190989783874992,0.7807098899569477,0.8900240974464149,0.8902806097679387,0.8951237722861848,0.8902806097679387,0.8899634234512525,0.8902806097679387
hhar,w2,0.001,0.0,0.2,0.1,3,202504,0.8861054471307894,0.8192176569948837,0.775535366787398,0.8861195771307129,0.8861054471307894,0.8911666208530317,0.8861054471307894,0.8854864743144488,0.8861054471307894
hhar,w2,0.001,0.0,0.2,0.1,4,202505,0.8678512476939508,0.804977333352897,0.7514658329258989,0.8693775079565781,0.8678512476939508,0.8722021601538845,0.8678512476939508,0.8689139009751603,0.8678512476939508
hhar,w2,0.001,0.0,0.2,0.1,5,202506,0.8326051072919701,0.8384742752340368,0.7490597833588551,0.8103810053952247,0.8326051072919701,0.8965340419368254,0.8326051072919701,0.832946550354138,0.8326051072919701
hhar,w2,0.001,0.0,0.2,0.1,6,202507,0.8799883483833382,0.8145170128019138,0.7677447285745331,0.8787425888648815,0.8799883483833382,0.888453529009591,0.8799883483833382,0.8788931499723454,0.8799883483833382
hhar,w2,0.001,0.0,0.2,0.1,7,202508,0.8787260899116419,0.8101802915647123,0.7645808702102421,0.8784430271435393,0.8787260899116419,0.8840053333327497,0.8787260899116419,0.8782090838991784,0.8787260899116419
hhar,w2,0.001,0.0,0.2,0.1,8,202509,0.7937663850859307,0.7993961746837729,0.7094328036789613,0.7359552166076249,0.7937663850859307,0.7003990456438985,0.7937663850859307,0.7944152394030147,0.7937663850859307
hhar,w2,0.001,0.0,0.2,0.1,9,202510,0.796970579667929,0.8076459608718488,0.7266556299779271,0.7426415251533589,0.796970579667929,0.8743772414946527,0.796970579667929,0.7982091311374125,0.796970579667929
hhar,w2,0.001,0.0,0.2,0.1,10,202511,0.8853286726866686,0.8202627377649246,0.7752802866924428,0.8859823996328036,0.8853286726866686,0.8898438745290047,0.8853286726866686,0.885447151470003,0.8853286726866686
hhar,w2,0.0005,0.0,0.0,0.1,1,202502,0.7859015438392077,0.7750941811404833,0.6865824660460501,0.736286730038065,0.7859015438392077,0.7352752096749738,0.7859015438392077,0.7879882426704127,0.7859015438392077
hhar,w2,0.0005,0.0,0.0,0.1,2,202503,0.8700844742207982,0.829295407279082,0.7628446287488834,0.8627655937891476,0.8700844742207982,0.9027160394257661,0.8700844742207982,0.8683865640869626,0.8700844742207982
hhar,w2,0.0005,0.0,0.0,0.1,3,202504,0.8735799592193417,0.8291384060581871,0.7662312494058013,0.8675248272903066,0.8735799592193417,0.9021291316615011,0.8735799592193417,0.8718460451607285,0.8735799592193417
hhar,w2,0.0005,0.0,0.0,0.1,4,202505,0.7926012234197495,0.7828869607445363,0.6951019777559956,0.7356606963280621,0.7926012234197495,0.8131533861907495,0.7926012234197495,0.7935400931076829,0.7926012234197495
hhar,w2,0.0005,0.0,0.0,0.1,5,202506,0.8710554422759491,0.8300619318946949,0.7637774992420441,0.8644554052944926,0.8710554422759491,0.9018530328748783,0.8710554422759491,0.869224501847671,0.8710554422759491
hhar,w2,0.0005,0.0,0.0,0.1,6,202507,0.7929896106418098,0.7861260083077093,0.6958177578093968,0.734969963558028,0.7929896106418098,0.756892938631098,0.7929896106418098,0.7937845392555601,0.7929896106418098
hhar,w2,0.0005,0.0,0.0,0.1,7,202508,0.8747451208855229,0.8392531117367293,0.7706342409714233,0.8683914549948627,0.8747451208855229,0.9083524896204586,0.8747451208855229,0.8729464082382171,0.8747451208855229
